;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
715;PS001040-A111019-2/1-2;1200;27052;27053;1392.835;7.4116;7.7486999999999995;131.55;81.315;166.83499999999998;6.47;0.475;0.49;10.53;1.06;0.24;18.064999999999998;18.13;4.13;4.14;15.915;16.130000000000003;0.18;0.22999999999999998;7.25;0.09;PS001040-A111019-2;CK002580-D130919;CK002621-D151019;7.1645;7.1645;7.165;5.675000000000001;5.665;7.2255;7.2255;7.2255;Rec-CK002495-D020819;2019-09-13 09:00:00;22.1;10.7;11.9;Rec-CK002495-D020819;2019-10-15 09:20:00;19.5;15.3;9.3;3;3.0;На контроль;;1580.0;14.0;1930.0;37.5;80.4;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.38;160.0;145.0;2019-11-18 00:00:00;33.0;35.0;37.0;78.4;79.9;81.4;34.0;39.0;44.0;129.2;129.8;130.6;165.8;167.0;168.6;0.4;0.4;0.4;650.0;7000.0;0.0;0.0;1915.0;98.62;;;2019-11-06 00:00:00;2019-11-06 00:00:00;2019-11-06 00:00:00;442.0;2018-06-06 00:00:00;2036.0;0.0002235294117647059;-0.007482352941176473;0.007705882352941177;5.722764705882353;10.423823529411765;3.88888888888889e-05;-0.007388888888888889;0.007427777777777779;5.65538888888889;10.481222222222222;PS001040-A111019;0.010285714285714287;2.005714285714286;0.024285714285714292;0.012285714285714287;4.953142857142857;5.0;4.706;5.059
716;PS001040-A111019-2/1-3;1200;27054;27055;1387.1;7.399749999999999;7.72855;131.51999999999998;81.41499999999999;166.83499999999998;6.43;0.585;0.505;8.02;1.23;0.21;18.335;18.15;2.355;4.859999999999999;15.919999999999998;16.11;0.215;0.28;7.4;0.06;PS001040-A111019-2;CK002580-D130919;CK002621-D151019;7.1645;7.1645;7.165;5.675000000000001;5.665;7.2255;7.2255;7.2255;Rec-CK002495-D020819;2019-09-13 09:00:00;22.1;10.7;11.9;Rec-CK002495-D020819;2019-10-15 09:20:00;19.5;15.3;9.3;3;3.0;На контроль;;1580.0;14.0;1930.0;37.5;80.4;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.38;160.0;145.0;2019-11-18 00:00:00;33.0;35.0;37.0;78.4;79.9;81.4;34.0;39.0;44.0;129.2;129.8;130.6;165.8;167.0;168.6;0.4;0.4;0.4;650.0;7000.0;0.0;0.0;1915.0;98.62;;;2019-11-06 00:00:00;2019-11-06 00:00:00;2019-11-06 00:00:00;442.0;2018-06-06 00:00:00;2036.0;0.0002235294117647059;-0.007482352941176473;0.007705882352941177;5.722764705882353;10.423823529411765;3.88888888888889e-05;-0.007388888888888889;0.007427777777777779;5.65538888888889;10.481222222222222;PS001040-A111019;0.010285714285714287;2.005714285714286;0.024285714285714292;0.012285714285714287;4.953142857142857;5.0;4.706;5.059
717;PS001040-A111019-2/1-4;1100;27056;27057;1379.47;7.3916;7.72625;131.41500000000002;81.38;166.6;6.425;0.53;0.47;8.57;1.2650000000000001;0.11499999999999999;18.215;18.345;3.04;2.6950000000000003;16.09;16.0;0.14500000000000002;0.25;7.4;0.06;PS001040-A111019-2;CK002580-D130919;CK002621-D151019;7.1645;7.1645;7.165;5.675000000000001;5.665;7.2255;7.2255;7.2255;Rec-CK002495-D020819;2019-09-13 09:00:00;22.1;10.7;11.9;Rec-CK002495-D020819;2019-10-15 09:20:00;19.5;15.3;9.3;3;3.0;На контроль;;1580.0;14.0;1930.0;37.5;80.4;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.38;160.0;145.0;2019-11-18 00:00:00;33.0;35.0;37.0;78.4;79.9;81.4;34.0;39.0;44.0;129.2;129.8;130.6;165.8;167.0;168.6;0.4;0.4;0.4;650.0;7000.0;0.0;0.0;1915.0;98.62;;;2019-11-06 00:00:00;2019-11-06 00:00:00;2019-11-06 00:00:00;442.0;2018-06-06 00:00:00;2036.0;0.0002235294117647059;-0.007482352941176473;0.007705882352941177;5.722764705882353;10.423823529411765;3.88888888888889e-05;-0.007388888888888889;0.007427777777777779;5.65538888888889;10.481222222222222;PS001040-A111019;0.010285714285714287;2.005714285714286;0.024285714285714292;0.012285714285714287;4.953142857142857;5.0;4.706;5.059
718;PS001040-A111019-2/1-5;1100;27058;27059;1379.18;7.4069;7.73085;131.44;81.38499999999999;166.535;6.535;0.545;0.315;5.13;1.035;0.15;18.34;18.625;3.6;2.3600000000000003;16.12;16.075;0.095;0.215;7.45;0.05;PS001040-A111019-2;CK002580-D130919;CK002621-D151019;7.1645;7.1645;7.165;5.675000000000001;5.665;7.2255;7.2255;7.2255;Rec-CK002495-D020819;2019-09-13 09:00:00;22.1;10.7;11.9;Rec-CK002495-D020819;2019-10-15 09:20:00;19.5;15.3;9.3;3;3.0;На контроль;;1580.0;14.0;1930.0;37.5;80.4;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.38;160.0;145.0;2019-11-18 00:00:00;33.0;35.0;37.0;78.4;79.9;81.4;34.0;39.0;44.0;129.2;129.8;130.6;165.8;167.0;168.6;0.4;0.4;0.4;650.0;7000.0;0.0;0.0;1915.0;98.62;;;2019-11-06 00:00:00;2019-11-06 00:00:00;2019-11-06 00:00:00;442.0;2018-06-06 00:00:00;2036.0;0.0002235294117647059;-0.007482352941176473;0.007705882352941177;5.722764705882353;10.423823529411765;3.88888888888889e-05;-0.007388888888888889;0.007427777777777779;5.65538888888889;10.481222222222222;PS001040-A111019;0.010285714285714287;2.005714285714286;0.024285714285714292;0.012285714285714287;4.953142857142857;5.0;4.706;5.059
719;PS001040-A111019-2/1-6;1100;27060;27062;1393.415;7.407;7.725;131.46;81.4;166.60500000000002;6.525;0.725;0.295;3.01;1.045;0.175;18.814999999999998;18.875;2.855;2.725;15.97;16.165;0.13;0.16499999999999998;7.65;0.14;PS001040-A111019-2;CK002580-D130919;CK002621-D151019;7.1645;7.1645;7.165;5.675000000000001;5.665;7.2255;7.2255;7.2255;Rec-CK002495-D020819;2019-09-13 09:00:00;22.1;10.7;11.9;Rec-CK002495-D020819;2019-10-15 09:20:00;19.5;15.3;9.3;3;3.0;На контроль;;1580.0;14.0;1930.0;37.5;80.4;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.38;160.0;145.0;2019-11-18 00:00:00;33.0;35.0;37.0;78.4;79.9;81.4;34.0;39.0;44.0;129.2;129.8;130.6;165.8;167.0;168.6;0.4;0.4;0.4;650.0;7000.0;0.0;0.0;1915.0;98.62;;;2019-11-06 00:00:00;2019-11-06 00:00:00;2019-11-06 00:00:00;442.0;2018-06-06 00:00:00;2036.0;0.0002235294117647059;-0.007482352941176473;0.007705882352941177;5.722764705882353;10.423823529411765;3.88888888888889e-05;-0.007388888888888889;0.007427777777777779;5.65538888888889;10.481222222222222;PS001040-A111019;0.010285714285714287;2.005714285714286;0.024285714285714292;0.012285714285714287;4.953142857142857;5.0;4.706;5.059
720;PS001029-A230919-2/1-2;1100;26197;26198;1404.46;7.382099999999999;7.71505;131.34500000000003;80.555;166.04000000000002;6.47;1.06;0.53;12.805;1.32;0.21000000000000002;17.66;17.494999999999997;2.2;6.27;15.350000000000001;15.129999999999999;0.275;0.265;7.05;0.1;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
721;PS001029-A230919-2/1-3;1100;26199;26200;1428.08;7.39255;7.71965;131.315;80.63;166.275;6.475;1.085;0.675;11.485;1.44;0.16999999999999998;18.060000000000002;17.880000000000003;3.98;4.03;15.18;15.379999999999999;0.26;0.21999999999999997;7.25;0.1;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
722;PS001029-A230919-2/1-4;1100;26201;26202;1398.9250000000002;7.3913;7.72175;131.175;80.65;166.25;6.405;0.85;0.5499999999999999;5.66;1.2650000000000001;0.145;18.11;18.01;4.17;1.875;15.25;15.475000000000001;0.15;0.16499999999999998;7.35;0.08;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
723;PS001029-A230919-2/1-5;1100;26203;26204;1390.665;7.4031;7.742800000000001;131.175;80.76;165.78;6.4;0.5349999999999999;0.7;2.19;1.075;0.095;18.035;18.05;2.745;2.05;15.53;15.52;0.14;0.215;7.25;0.15;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
724;PS001029-A230919-2/1-6;1100;26205;26206;1386.525;7.39925;7.7351;131.28500000000003;81.005;165.59;6.324999999999999;0.445;0.64;5.625;1.22;0.16;18.189999999999998;18.415;3.3200000000000003;2.615;15.434999999999999;15.835;0.22499999999999998;0.255;7.35;0.13;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
725;PS001029-A230919-2/1-7;1100;26207;26208;1383.825;7.3989;7.7301;131.28;80.9;165.87;6.3149999999999995;0.6799999999999999;0.5;7.375;1.475;0.115;18.6;18.634999999999998;2.91;2.8899999999999997;15.469999999999999;15.74;0.315;0.265;7.65;0.16;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
726;PS001029-A230919-2/1-1;1200;26195;26299;1373.62;7.39675;7.7329;131.45999999999998;80.975;166.39499999999998;6.305;1.02;0.73;8.865;1.495;0.45;17.740000000000002;17.705;5.02;2.315;15.11;15.505;0.315;0.255;7.0;0.09;PS001029-A230919-2;CK002586-D180919;CK002546-D290819;7.1545000000000005;7.1545000000000005;7.153499999999999;5.69;5.695;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-09-17 23:30:00;21.7;8.6;11.6;Rec-CK002495-D020819;2019-08-28 22:00:00;16.1;10.0;13.1;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.85;175.0;167.0;2019-10-14 00:00:00;32.9;37.0;38.9;79.3;80.0;81.2;34.0;40.0;47.0;129.2;130.0;130.2;165.7;167.0;168.2;0.37;0.37;0.37;600.0;9000.0;0.0;2.0;1915.0;98.63;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;212.0;2018-06-06 00:00:00;1835.0;-0.00036470588235294125;-0.0074470588235294125;0.007082352941176469;5.801058823529412;10.496176470588239;-0.0004764705882352942;-0.007305882352941178;0.0068294117647058825;5.817882352941177;10.463470588235294;PS001029-A230919;0.010185714285714286;2.042857142857143;0.019285714285714288;0.018;5.063428571428572;5.105;4.8389999999999995;5.165
727;PS001030-A240919-1/1-1;1100;26247;26248;1415.35;7.37365;7.71425;130.93;81.46000000000001;166.495;6.515000000000001;0.20500000000000002;0.6799999999999999;9.805;1.645;0.195;17.0;17.92;2.9050000000000002;4.18;15.995000000000001;15.905000000000001;0.11;0.05;7.35;0.12;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
728;PS001030-A240919-1/1-2;1100;26249;26250;1388.7649999999999;7.36405;7.691599999999999;130.89;81.245;166.64999999999998;6.415;0.335;0.72;6.6850000000000005;1.375;0.185;18.205;18.155;2.21;4.805;15.785;15.950000000000001;0.09;0.1;7.8;0.09;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
729;PS001030-A240919-1/1-3;1100;26251;26252;1391.2;7.3469999999999995;7.6814;131.10500000000002;81.16499999999999;166.985;6.4350000000000005;0.255;0.79;6.035;1.35;0.30000000000000004;18.215;18.14;2.995;4.824999999999999;15.865000000000002;15.885000000000002;0.065;0.065;7.85;0.07;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
730;PS001030-A240919-1/1-4;1100;26253;26254;1395.565;7.350250000000001;7.69885;131.215;81.07;167.22500000000002;6.43;0.155;0.77;3.69;1.45;0.195;17.975;18.24;4.22;4.125;15.975000000000001;15.84;0.08;0.05;7.7;0.05;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
731;PS001030-A240919-1/1-5;1100;26255;26256;1391.575;7.36455;7.701700000000001;131.14;80.805;167.06;6.470000000000001;0.42;0.71;1.48;1.24;0.085;18.375;18.424999999999997;4.215;4.325;15.8;15.92;0.085;0.060000000000000005;7.9;0.09;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
732;PS001030-A240919-1/1-6;1080;26257;26258;1400.355;7.3471;7.6652000000000005;131.09;80.775;166.64499999999998;6.42;0.5599999999999999;0.845;4.92;1.08;0.065;18.71;18.695;3.645;4.24;15.754999999999999;15.934999999999999;0.035;0.045;8.1;0.09;PS001030-A240919-1;CK002469-A150719;CK002469-A150719;7.155;7.155;7.1665;5.69;5.71;7.256;7.256;7.256;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;Rec-CK002233-A160118;2019-07-14 22:00:00;20.3;11.4;8.5;1;1.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;169.0;25.79;156.0;147.0;2019-10-16 00:00:00;32.0;34.0;36.0;78.5;80.2;81.8;31.0;40.0;43.0;129.0;130.0;130.6;166.0;167.0;168.0;0.37;0.37;0.37;650.0;6700.0;0.0;0.0;1915.0;98.96;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;224.0;2018-06-06 00:00:00;1847.0;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;-0.00029230769230769224;-0.007307692307692308;0.007015384615384616;5.7130769230769225;10.577769230769231;PS001030-A240919;0.010371428571428571;2.019;0.015571428571428573;0.007571428571428572;5.015;5.053999999999999;4.811;5.107
